gene_symbol,transcript_id,TPM
CWH43,ENST00000226432,0
DCUN1D4,ENST00000334635,0
SGCB,ENST00000381431,0.436749
SPATA18,ENST00000295213,0
USP46,ENST00000441222,0
ERVMER34-1,ENST00000443173,0
RASL11B,ENST00000248706,0
SCFD2,ENST00000401642,0
FIP1L1,ENST00000337488,0
LNX1,ENST00000263925,0
CHIC2,ENST00000263921,1.061909
GSX2,ENST00000326902,0
PDGFRA,ENST00000257290,2.567732
KIT,ENST00000288135,0
SRD5A3,ENST00000264228,0.479141
TMEM165,ENST00000381334,0.813276
CLOCK,ENST00000513440,3e-6
PDCL2,ENST00000295645,1.402829
NMU,ENST00000264218,0
EXOC1,ENST00000381295,0
CEP135,ENST00000257287,0
AASDH,ENST00000205214,0
PPAT,ENST00000264220,11.507063
PAICS,ENST00000512576,21.958158
THEGL,ENST00000512175,0
HOPX,ENST00000420433,0
SPINK2,ENST00000506738,0
REST,ENST00000309042,0
NOA1,ENST00000264230,0.46381
POLR2B,ENST00000314595,0
IGFBP7,ENST00000295666,0
TECRL,ENST00000381210,0
CENPC,ENST00000273853,0
STAP1,ENST00000265404,0.53657
UBA6,ENST00000322244,0.317829
GNRHR,ENST00000226413,43.87376
TMPRSS11D,ENST00000283916,1.08094
TMPRSS11A,ENST00000508048,4.524464
TMPRSS11F,ENST00000356291,3.497097
TMPRSS11B,ENST00000332644,0
YTHDC1,ENST00000344157,0
TMPRSS11E,ENST00000305363,0
UGT2B15,ENST00000338206,0
UGT2B10,ENST00000265403,0
UGT2A3,ENST00000251566,0
UGT2B7,ENST00000305231,0
UGT2B11,ENST00000446444,0
UGT2B28,ENST00000335568,0
UGT2B4,ENST00000305107,0
UGT2A2,ENST00000604629,0
SULT1B1,ENST00000310613,0
SULT1E1,ENST00000226444,0
CSN1S1,ENST00000246891,0
STATH,ENST00000246895,0
HTN1,ENST00000246896,0
C4orf40,ENST00000344526,0
FDCSP,ENST00000317987,0
CABS1,ENST00000273936,0
SMR3A,ENST00000226460,0
SMR3B,ENST00000304915,0
PROL1,ENST00000399575,0
MUC7,ENST00000304887,0
AMTN,ENST00000339336,0
AMBN,ENST00000322937,0
ENAM,ENST00000396073,0
IGJ,ENST00000254801,0
UTP3,ENST00000254803,1.546994
RUFY3,ENST00000381006,3.770826
GRSF1,ENST00000254799,1.824407
MOB1B,ENST00000309395,0.166913
DCK,ENST00000286648,0
SLC4A4,ENST00000264485,0
SLC4A4,ENST00000340595,0.370684
GC,ENST00000273951,0
ADAMTS3,ENST00000286657,0.609336
COX18,ENST00000507544,0
ANKRD17,ENST00000358602,3e-6
ALB,ENST00000295897,0
AFP,ENST00000395792,0
AFM,ENST00000226355,0
RASSF6,ENST00000307439,0
IL8,ENST00000307407,0
CXCL6,ENST00000226317,0
PF4V1,ENST00000226524,0
CXCL1,ENST00000395761,0
PF4,ENST00000296029,0
PPBP,ENST00000296028,0
CXCL5,ENST00000296027,1.67031
CXCL3,ENST00000296026,2.211239
CXCL2,ENST00000508487,0
EPGN,ENST00000413830,0
EREG,ENST00000244869,0
AREG,ENST00000395748,0
BTC,ENST00000395743,0
PARM1,ENST00000307428,0
THAP6,ENST00000311638,0
C4orf26,ENST00000311623,0
CDKL2,ENST00000307465,0
USO1,ENST00000514213,0.247303
PPEF2,ENST00000286719,0
NAAA,ENST00000286733,0
SDAD1,ENST00000356260,0
CXCL9,ENST00000264888,0
CXCL10,ENST00000306602,0
CXCL11,ENST00000306621,0.742473
ART3,ENST00000355810,0
NUP54,ENST00000264883,0
SCARB2,ENST00000264896,0
FAM47E,ENST00000424749,0
SHROOM3,ENST00000296043,0
SOWAHB,ENST00000334306,0
SEPT11,ENST00000264893,3.545865
CCNI,ENST00000237654,6.96387
CCNG2,ENST00000316355,0
MRPL1,ENST00000315567,0
FRAS1,ENST00000512123,0
ANXA3,ENST00000264908,0
PAQR3,ENST00000512733,115.030325
NAA11,ENST00000286794,0.512481
GK2,ENST00000358842,0
ANTXR2,ENST00000403729,0
PRDM8,ENST00000415738,0
C4orf22,ENST00000358105,0
BMP3,ENST00000282701,0.312593
RASGEF1B,ENST00000264400,0.900633
HNRNPD,ENST00000313899,0
ENOPH1,ENST00000273920,0
TMEM150C,ENST00000449862,1.247172
SCD5,ENST00000319540,2.574677
SEC31A,ENST00000395310,0
THAP9,ENST00000302236,4.086093
LIN54,ENST00000340417,3.421546
COPS4,ENST00000264389,0
PLAC8,ENST00000311507,0
HPSE,ENST00000311412,0
HELQ,ENST00000295488,0
MRPS18C,ENST00000295491,32.991827
FAM175A,ENST00000321945,19.578586
AGPAT9,ENST00000264409,0
CDS1,ENST00000295887,2.024428
WDFY3,ENST00000295888,0.278572
ARHGAP24,ENST00000395184,7.238943
PTPN13,ENST00000411767,0
SLC10A6,ENST00000273905,0.664659
C4orf36,ENST00000295898,0
KLHL8,ENST00000273963,0.678738
HSD17B13,ENST00000328546,0
HSD17B11,ENST00000358290,0
NUDT9,ENST00000302174,0
DMP1,ENST00000339673,0
IBSP,ENST00000226284,0
SPP1,ENST00000395080,0
PKD2,ENST00000237596,0.377373
ABCG2,ENST00000237612,0
PPM1K,ENST00000608933,0.471716
HERC6,ENST00000264346,0
HERC5,ENST00000264350,0
PYURF,ENST00000273968,0
PIGY,ENST00000527353,0
HERC3,ENST00000402738,0
NAP1L5,ENST00000323061,2.737536
FAM13A,ENST00000264344,0.688206
GPRIN3,ENST00000609438,2.3e-5
SNCA,ENST00000394991,0
MMRN1,ENST00000264790,0
GRID2,ENST00000282020,0.990143
ATOH1,ENST00000306011,0
SMARCAD1,ENST00000354268,0
HPGDS,ENST00000295256,1.355964
PDLIM5,ENST00000317968,0.945711
BMPR1B,ENST00000515059,0
UNC5C,ENST00000453304,1e-6
PDHA2,ENST00000295266,0
STPG2,ENST00000295268,0
RAP1GDS1,ENST00000408927,0.532192
TSPAN5,ENST00000305798,0
METAP1,ENST00000296411,10.867466
ADH4,ENST00000265512,0
ADH6,ENST00000394899,0
ADH1A,ENST00000209668,0
ADH1B,ENST00000305046,0
C4orf17,ENST00000326581,0
TRMT10A,ENST00000394876,0
DAPP1,ENST00000512369,0
LAMTOR3,ENST00000499666,0.466654
DNAJB14,ENST00000442697,3.679776
H2AFZ,ENST00000296417,0
DDIT4L,ENST00000273990,0.919434
EMCN,ENST00000296420,0
PPP3CA,ENST00000394854,0
BANK1,ENST00000322953,0
SLC39A8,ENST00000356736,0.314586
NFKB1,ENST00000226574,0
UBE2D3,ENST00000453744,0
CISD2,ENST00000273986,5.840595
SLC9B1,ENST00000296422,0
SLC9B2,ENST00000394785,1.112177
BDH2,ENST00000296424,1.36764
CENPE,ENST00000265148,1e-6
TACR3,ENST00000304883,0
CXXC4,ENST00000394767,1.201634
TET2,ENST00000380013,1e-6
PPA2,ENST00000341695,0
ARHGEF38,ENST00000420470,1.578183
INTS12,ENST00000340139,0
GSTCD,ENST00000515279,0
NPNT,ENST00000379987,0
TBCK,ENST00000394708,0
DKK2,ENST00000285311,0.268206
PAPSS1,ENST00000265174,0
CYP2U1,ENST00000332884,0.606268
HADH,ENST00000309522,0
LEF1,ENST00000265165,0
OSTC,ENST00000361564,0
ETNPPL,ENST00000296486,0
COL25A1,ENST00000399132,0
SEC24B,ENST00000265175,0
CCDC109B,ENST00000394650,1.383001
CASP6,ENST00000265164,0
PLA2G12A,ENST00000243501,0
GAR1,ENST00000226796,0
RRH,ENST00000317735,0
LRIT3,ENST00000594814,0
EGF,ENST00000265171,0
ELOVL6,ENST00000302274,0.377945
ENPEP,ENST00000265162,0
C4orf32,ENST00000309733,0.42501100000000003
AP1AR,ENST00000274000,0
TIFA,ENST00000361717,1.866616
NEUROG2,ENST00000313341,0
C4orf21,ENST00000505019,0
LARP7,ENST00000344442,0
ANK2,ENST00000357077,3.6e-5
CAMK2D,ENST00000511664,0
ARSJ,ENST00000315366,0
UGT8,ENST00000310836,1.572747
NDST4,ENST00000264363,0
TRAM1L1,ENST00000310754,2.573962
NDST3,ENST00000296499,0.164341
PRSS12,ENST00000296498,15.020425
METTL14,ENST00000388822,0
SEC24D,ENST00000280551,0
SYNPO2,ENST00000307142,0
MYOZ2,ENST00000307128,1.555778
C4orf3,ENST00000504110,1.885305
FABP2,ENST00000274024,0.461933
PDE5A,ENST00000354960,3.266862
MAD2L1,ENST00000296509,0.550367
PRDM5,ENST00000264808,0
NDNF,ENST00000379692,0
TNIP3,ENST00000057513,0
QRFPR,ENST00000394427,0
ANXA5,ENST00000296511,0
EXOSC9,ENST00000243498,0
CCNA2,ENST00000274026,9.501516
BBS7,ENST00000264499,0.657776
TRPC3,ENST00000379645,0.112027
ADAD1,ENST00000296513,0
IL2,ENST00000226730,0
BBS12,ENST00000314218,0
NUDT6,ENST00000304430,27.776601
SPATA5,ENST00000274008,0.348255
ANKRD50,ENST00000504087,0.19794
FAT4,ENST00000394329,0.11506
INTU,ENST00000335251,0.070472
SLC25A31,ENST00000281154,0
HSPA4L,ENST00000296464,3.732041
PLK4,ENST00000270861,0
LARP1B,ENST00000326639,0
PGRMC2,ENST00000296425,0
JADE1,ENST00000226319,0
SCLT1,ENST00000281142,0
C4orf33,ENST00000425929,0
PCDH10,ENST00000264360,0.813511
PABPC4L,ENST00000421491,0
PCDH18,ENST00000344876,0
SLC7A11,ENST00000280612,0
CCRN4L,ENST00000280614,12.627894
MGARP,ENST00000398955,0
NDUFC1,ENST00000394223,0
NAA15,ENST00000296543,0
RAB33B,ENST00000305626,0
MGST2,ENST00000265498,0
MAML3,ENST00000509479,1.107799
CLGN,ENST00000325617,0.368838
RP11-542P2.1,ENST00000511113,0
ELMOD2,ENST00000323570,0
UCP1,ENST00000262999,0
TBC1D9,ENST00000442267,0
RNF150,ENST00000515673,1e-6
ZNF330,ENST00000262990,1.66853
IL15,ENST00000320650,0
USP38,ENST00000307017,0
SMARCA5,ENST00000283131,1.719622
FREM3,ENST00000329798,1.409324
GYPE,ENST00000358615,8.256011
GYPB,ENST00000502664,0
HHIP,ENST00000296575,6.175698
ANAPC10,ENST00000507656,0
ABCE1,ENST00000296577,2.09027
OTUD4,ENST00000447906,9.207775
SMAD1,ENST00000302085,0
C4orf51,ENST00000438731,0
ZNF827,ENST00000508784,0
LSM6,ENST00000296581,0
SLC10A7,ENST00000335472,0
POU4F2,ENST00000281321,0
TMEM184C,ENST00000296582,9.553609
PRMT10,ENST00000322396,5.402116
ARHGAP10,ENST00000336498,0.906893
NR3C2,ENST00000358102,0
DCLK2,ENST00000296550,0
MAB21L2,ENST00000317605,8.360104
RPS3A,ENST00000274065,18.537997
SH3D19,ENST00000604030,0.917094
FAM160A1,ENST00000435205,1.86409
PET112,ENST00000263985,2.073141
FBXW7,ENST00000281708,0
TMEM154,ENST00000304385,0
TIGD4,ENST00000304337,0.417196
ARFIP1,ENST00000353617,0
TRIM2,ENST00000338700,1.077471
MND1,ENST00000240488,0
KIAA0922,ENST00000409959,0
RNF175,ENST00000347063,2.695917
SFRP2,ENST00000274063,7.318481
DCHS2,ENST00000357232,0.975608
PLRG1,ENST00000499023,0.297667
FGB,ENST00000302068,0
FGA,ENST00000403106,0
FGG,ENST00000336098,0
LRAT,ENST00000336356,0
RBM46,ENST00000281722,0
NPY2R,ENST00000329476,0
MAP9,ENST00000311277,0
GUCY1A3,ENST00000506455,0
GUCY1B3,ENST00000264424,0
ASIC5,ENST00000537611,0
TDO2,ENST00000536354,0
CTSO,ENST00000433477,0.3441
PDGFC,ENST00000502773,0
GLRB,ENST00000264428,0
GRIA2,ENST00000264426,0
FAM198B,ENST00000585682,0
TMEM144,ENST00000296529,0
RXFP1,ENST00000307765,0
C4orf46,ENST00000379205,0
ETFDH,ENST00000511912,30.313758
PPID,ENST00000307720,6.353991
FNIP2,ENST00000264433,0.134518
C4orf45,ENST00000434826,5.403798
FSTL5,ENST00000306100,0
NAF1,ENST00000274054,0
NPY1R,ENST00000296533,0
NPY5R,ENST00000338566,0
TKTL2,ENST00000280605,0
TMA16,ENST00000358572,3.04414
TRIM61,ENST00000329314,0
TRIM60,ENST00000512596,0
TMEM192,ENST00000306480,0.564659
KLHL2,ENST00000226725,0
MSMO1,ENST00000261507,0
CPE,ENST00000402744,2.740117
TLL1,ENST00000061240,0
SPOCK3,ENST00000357545,0
ANXA10,ENST00000359299,0
DDX60,ENST00000393743,0
PALLD,ENST00000505667,0
CBR4,ENST00000306193,0.286193
SH3RF1,ENST00000284637,0.374971
NEK1,ENST00000507142,0
CLCN3,ENST00000513761,0.569467
C4orf27,ENST00000393381,0
MFAP3L,ENST00000361618,0
AADAT,ENST00000337664,0
GALNTL6,ENST00000506823,0.242111
GALNT7,ENST00000265000,0.819699
HMGB2,ENST00000296503,0
SAP30,ENST00000296504,12.923234
SCRG1,ENST00000296506,13.220892
HAND2,ENST00000359562,0
FBXO8,ENST00000393674,10.199437
CEP44,ENST00000503780,0
HPGD,ENST00000296522,0
GLRA3,ENST00000274093,0
ADAM29,ENST00000359240,0
WDR17,ENST00000508596,0
SPATA4,ENST00000280191,3.068002
ASB5,ENST00000296525,0
SPCS3,ENST00000503362,0
NEIL3,ENST00000264596,0.431997
AGA,ENST00000264595,0
TENM3,ENST00000511685,0.427788
WWC2,ENST00000403733,0
CLDN22,ENST00000323319,14.17429
CLDN24,ENST00000541814,6.188376
CDKN2AIP,ENST00000504169,1.941298
ING2,ENST00000302327,0.413419
RWDD4,ENST00000326397,0.776573
TRAPPC11,ENST00000334690,0
STOX2,ENST00000308497,0.623191
ENPP6,ENST00000296741,0.507498
IRF2,ENST00000393593,0
CASP3,ENST00000308394,0
PRIMPOL,ENST00000314970,0
CENPU,ENST00000281453,10.169731
ACSL1,ENST00000281455,0
SLC25A4,ENST00000281456,7.234033
KIAA1430,ENST00000458385,0
ANKRD37,ENST00000335174,0
UFSP2,ENST00000264689,20.755497
CCDC110,ENST00000307588,0
PDLIM3,ENST00000284767,1.097252
PDLIM3,ENST00000284771,0
TLR3,ENST00000296795,0
CYP4V2,ENST00000378802,0.621535
KLKB1,ENST00000264690,0
F11,ENST00000403665,0
MTNR1A,ENST00000307161,0
FAT1,ENST00000441802,4.8e-5
ZFP42,ENST00000326866,0
TRIML1,ENST00000332517,0
FRG1,ENST00000226798,0
FRG2,ENST00000504750,0
DUX4,ENST00000565211,0.62508
LRRC14B,ENST00000328278,0.907085
CCDC127,ENST00000296824,0
SDHA,ENST00000264932,0
PDCD6,ENST00000264933,0
EXOC3,ENST00000512944,0
SLC9A3,ENST00000264938,1.683712
CEP72,ENST00000264935,1.294155
TPPP,ENST00000360578,7.650194
ZDHHC11B,ENST00000508859,0
BRD9,ENST00000467963,1.123909
TRIP13,ENST00000166345,0
NKD2,ENST00000296849,0
SLC12A7,ENST00000264930,3.485842
SLC6A19,ENST00000304460,0
SLC6A18,ENST00000324642,0
TERT,ENST00000310581,0
CLPTM1L,ENST00000320895,0
SLC6A3,ENST00000270349,0
LPCAT1,ENST00000283415,0
MRPL36,ENST00000505059,0
NDUFS6,ENST00000274137,0
IRX4,ENST00000231357,0
IRX2,ENST00000302057,0
IRX1,ENST00000302006,2.9926
ADAMTS16,ENST00000274181,1.351521
KIAA0947,ENST00000296564,0.713377
MED10,ENST00000255764,0
UBE2QL1,ENST00000399816,0
NSUN2,ENST00000264670,0.543419
SRD5A1,ENST00000274192,0.269155
PAPD7,ENST00000230859,0
ADCY2,ENST00000338316,0.633063
C5orf49,ENST00000399810,1.026691
FASTKD3,ENST00000264669,0
MTRR,ENST00000440940,0
SEMA5A,ENST00000382496,0.952451
FAM173B,ENST00000511437,0
CCT5,ENST00000280326,1.875262
CMBL,ENST00000296658,0
MARCH6,ENST00000274140,0.680653
ROPN1L,ENST00000274134,0
ANKRD33B,ENST00000296657,0.293427
DAP,ENST00000230895,0
CTNND2,ENST00000304623,0
TRIO,ENST00000344204,0.822534
FAM105A,ENST00000274217,0.134478
FAM105B,ENST00000284274,0.709773
ANKH,ENST00000284268,16.410352
FBXL7,ENST00000504595,0.421723
MARCH11,ENST00000332432,0
ZNF622,ENST00000308683,0
MYO10,ENST00000513610,0.198378
BASP1,ENST00000322611,28.738409
CDH18,ENST00000382275,0
CDH12,ENST00000382254,0
PRDM9,ENST00000296682,0
CDH10,ENST00000264463,0
CDH9,ENST00000231021,0
CDH6,ENST00000265071,0.110149
C5orf22,ENST00000325366,0
PDZD2,ENST00000438447,2.758702
GOLPH3,ENST00000265070,0.423578
MTMR12,ENST00000382142,0
ZFR,ENST00000265069,2.248357
SUB1,ENST00000265073,0
NPR3,ENST00000265074,0
TARS,ENST00000265112,0
ADAMTS12,ENST00000504830,0
RXFP3,ENST00000330120,0.399843
SLC45A2,ENST00000296589,0
AMACR,ENST00000335606,0
C1QTNF3,ENST00000382065,0.357713
RAI14,ENST00000265109,0
RAD1,ENST00000382038,0.472866
BRIX1,ENST00000336767,1.240621
AGXT2,ENST00000231420,0
SPEF2,ENST00000356031,0
IL7R,ENST00000303115,0
UGT3A1,ENST00000274278,0
UGT3A2,ENST00000282507,0
LMBRD2,ENST00000296603,0.118177
SKP2,ENST00000274255,0
NADK2,ENST00000381937,0
RANBP3L,ENST00000296604,4.495958
SLC1A3,ENST00000265113,0
NIPBL,ENST00000282516,1.016471
NUP155,ENST00000231498,0.817584
WDR70,ENST00000265107,0
GDNF,ENST00000326524,0
EGFLAM,ENST00000322350,0
LIFR,ENST00000453190,3e-6
OSMR,ENST00000274276,3.634277
RICTOR,ENST00000357387,0.329923
FYB,ENST00000512982,0
C9,ENST00000263408,0
DAB2,ENST00000320816,0
PTGER4,ENST00000302472,1.14801
TTC33,ENST00000337702,0.348034
RPL37,ENST00000274242,0.74815
CARD6,ENST00000254691,0
C7,ENST00000313164,0
MROH2B,ENST00000399564,0
C6,ENST00000337836,0
PLCXD3,ENST00000377801,0
OXCT1,ENST00000196371,0
C5orf51,ENST00000381647,0
FBXO4,ENST00000281623,0
GHR,ENST00000230882,0
CCDC152,ENST00000361970,1148.027214
SEPP1,ENST00000514985,27.174585
NIM1K,ENST00000326035,0
HMGCS1,ENST00000325110,3.043543
CCL28,ENST00000361115,0
C5orf28,ENST00000397080,0
C5orf34,ENST00000306862,2.024189
PAIP1,ENST00000306846,0.815259
NNT,ENST00000344920,0
FGF10,ENST00000264664,0
MRPS30,ENST00000507110,0
HCN1,ENST00000303230,0
EMB,ENST00000303221,0
PARP8,ENST00000281631,0.131571
ISL1,ENST00000230658,0
PELO,ENST00000274311,0
ITGA1,ENST00000282588,4e-6
ITGA2,ENST00000296585,7.095242
MOCS2,ENST00000396954,0
MOCS2,ENST00000450852,0
FST,ENST00000256759,0
NDUFS4,ENST00000296684,0
ARL15,ENST00000504924,0
HSPB3,ENST00000302005,0
SNX18,ENST00000381410,0
ESM1,ENST00000381405,0
GZMK,ENST00000231009,0
GZMA,ENST00000274306,0
CDC20B,ENST00000381375,0
GPX8,ENST00000503787,0
MCIDAS,ENST00000513312,0
CCNO,ENST00000282572,0
DHX29,ENST00000251636,0
SKIV2L2,ENST00000230640,14.380929
PPAP2A,ENST00000307259,35.314844
SLC38A9,ENST00000396865,0
DDX4,ENST00000505374,0
IL6ST,ENST00000381298,1e-6
ANKRD55,ENST00000341048,0
MAP3K1,ENST00000399503,0.53823
SETD9,ENST00000285947,0
MIER3,ENST00000381199,2.588659
GPBP1,ENST00000506184,0
ACTBL2,ENST00000423391,0
PLK2,ENST00000274289,0
RAB3C,ENST00000282878,0.212086
PDE4D,ENST00000340635,0
DEPDC1B,ENST00000265036,0
ELOVL7,ENST00000508821,0
NDUFAF2,ENST00000296597,0
SMIM15,ENST00000339020,8.997457
ZSWIM6,ENST00000252744,0.346647
KIF2A,ENST00000407818,0
DIMT1,ENST00000199320,207.837159
IPO11,ENST00000325324,0
LRRC70,ENST00000334994,0
HTR1A,ENST00000323865,0
RNF180,ENST00000389100,0.194472
RGS7BP,ENST00000334025,0.960485
FAM159B,ENST00000389074,1.74616
SREK1IP1,ENST00000513458,0
CWC27,ENST00000381070,2.514432
ADAMTS6,ENST00000381055,0
CENPK,ENST00000396679,0
PPWD1,ENST00000261308,0
TRIM23,ENST00000231524,2.779651
CTC-534A2.2,ENST00000510585,1.20401
TRAPPC13,ENST00000399438,10.816605
SGTB,ENST00000381007,3.864459
NLN,ENST00000380985,0
ERBB2IP,ENST00000284037,0
SREK1,ENST00000334121,0
CD180,ENST00000256447,0.177708
PIK3R1,ENST00000521381,4.728364
SLC30A5,ENST00000396591,0.73196
CCNB1,ENST00000256442,0
CENPH,ENST00000283006,0
MRPS36,ENST00000256441,0
CDK7,ENST00000256443,0
CCDC125,ENST00000396496,3.169407
TAF9,ENST00000380822,0
TAF9,ENST00000217893,0
RAD17,ENST00000354868,0
MARVELD2,ENST00000325631,0
OCLN,ENST00000396442,0
GTF2H2C,ENST00000380729,0
SERF1B,ENST00000380750,0
SMN2,ENST00000380743,0
SERF1A,ENST00000317633,0
SMN1,ENST00000380707,0
NAIP,ENST00000517649,0
BDP1,ENST00000358731,5e-6
MCCC2,ENST00000340941,0
CARTPT,ENST00000296777,0
MAP1B,ENST00000296755,2.076135
MRPS27,ENST00000261413,0
PTCD2,ENST00000380639,0.083814
ZNF366,ENST00000318442,0
FCHO2,ENST00000430046,0.586414
TMEM171,ENST00000454765,0
TMEM174,ENST00000296776,0
ANKRA2,ENST00000296785,0
UTP15,ENST00000296792,0
HEXB,ENST00000261416,0
GFM2,ENST00000296805,0
ANKRD31,ENST00000506364,0
HMGCR,ENST00000287936,0.288085
ANKDD1B,ENST00000601380,2.707908
POC5,ENST00000428202,0
SV2C,ENST00000502798,0.172717
IQGAP2,ENST00000274364,0
F2RL2,ENST00000296641,0
F2R,ENST00000319211,0.262577
F2RL1,ENST00000296677,0.349633
S100Z,ENST00000317593,0
CRHBP,ENST00000274368,0
AGGF1,ENST00000312916,0.861346
ZBED3,ENST00000255198,5.276164
PDE8B,ENST00000264917,18.208004
WDR41,ENST00000296679,12.147445
OTP,ENST00000306422,0
TBCA,ENST00000380377,0
AP3B1,ENST00000255194,0
LHFPL2,ENST00000380345,0
ARSB,ENST00000264914,0
DMGDH,ENST00000255189,0
BHMT2,ENST00000255192,0.775906
BHMT,ENST00000274353,1.64474
JMY,ENST00000396137,0.722583
HOMER1,ENST00000334082,0
CMYA5,ENST00000446378,0.433535
MTX3,ENST00000512528,0
THBS4,ENST00000350881,0
SERINC5,ENST00000507668,0.31984
SPZ1,ENST00000296739,0
ZFYVE16,ENST00000505560,7.148933
FAM151B,ENST00000282226,0
ANKRD34B,ENST00000338682,0.26235
DHFR,ENST00000439211,3.732596
MSH3,ENST00000265081,7.185737
RASGRF2,ENST00000265080,11.536154
CKMT2,ENST00000254035,1.830266
ZCCHC9,ENST00000407610,0
ACOT12,ENST00000307624,0
ATG10,ENST00000282185,5.886881
RPS23,ENST00000296674,5.865236
TMEM167A,ENST00000502346,1.493969
XRCC4,ENST00000396027,0
VCAN,ENST00000265077,1.848169
HAPLN1,ENST00000274341,0
EDIL3,ENST00000296591,1.549179
COX7C,ENST00000247655,0
RASA1,ENST00000274376,0
CCNH,ENST00000256897,0
TMEM161B,ENST00000296595,0
MEF2C,ENST00000504921,0
CETN3,ENST00000283122,0
MBLAC2,ENST00000316610,1.36034
LYSMD3,ENST00000315948,0
GPR98,ENST00000405460,5.2e-5
ARRDC3,ENST00000265138,0.457765
NR2F1,ENST00000327111,12.196886
FAM172A,ENST00000395965,0.205917
POU5F2,ENST00000606183,0.224604
ANKRD32,ENST00000265140,0.684846
FAM81B,ENST00000283357,0
TTC37,ENST00000358746,0
ARSK,ENST00000380009,0
GPR150,ENST00000380007,4.548521
RFESD,ENST00000380005,0
SPATA9,ENST00000274432,0
RHOBTB3,ENST00000379982,1.122628
GLRX,ENST00000237858,1.976856
ELL2,ENST00000237853,0
PCSK1,ENST00000311106,2.989947
ERAP1,ENST00000443439,11.099385
ERAP2,ENST00000437043,0.502149
LNPEP,ENST00000231368,0.922078
LIX1,ENST00000274382,1.818172
RIOK2,ENST00000283109,0.765654
RGMB,ENST00000513185,1.483372
FAM174A,ENST00000312637,1.759618
ST8SIA4,ENST00000231461,0
SLCO4C1,ENST00000310954,0
SLCO6A1,ENST00000506729,0
GIN1,ENST00000399004,0
PPIP5K2,ENST00000358359,0
C5orf30,ENST00000319933,0
NUDT12,ENST00000230792,0
EFNA5,ENST00000333274,0
FBXL17,ENST00000542267,4.622605
FER,ENST00000281092,2.477638
PJA2,ENST00000361189,0
TMEM232,ENST00000455884,0
SLC25A46,ENST00000355943,0
TSLP,ENST00000344895,0
CAMK4,ENST00000282356,4.586806
STARD4,ENST00000296632,2.500891
NREP,ENST00000257435,0
EPB41L4A,ENST00000261486,53.707958
APC,ENST00000257430,4e-6
SRP19,ENST00000505459,0
REEP5,ENST00000379638,11.630973
DCP2,ENST00000389063,2.407898
MCC,ENST00000408903,2.062828
TSSK1B,ENST00000390666,1.669546
YTHDC2,ENST00000161863,0
TRIM36,ENST00000513154,0
PGGT1B,ENST00000419445,0.196375
CCDC112,ENST00000379611,0
FEM1C,ENST00000274457,0.167629
TICAM2,ENST00000427199,2.283105
TMED7,ENST00000456936,3.733613
CDO1,ENST00000250535,0
ATG12,ENST00000509910,0.963589
AP3S1,ENST00000316788,0
AQPEP,ENST00000357872,0
COMMD10,ENST00000274458,0
SEMA6A,ENST00000343348,1.463393
DTWD2,ENST00000510708,0
TNFAIP8,ENST00000504771,0
HSD17B4,ENST00000510025,0
PRR16,ENST00000407149,0
FTMT,ENST00000321339,0
SRFBP1,ENST00000339397,0.367779
LOX,ENST00000231004,13.23193
ZNF474,ENST00000296600,0
SNCAIP,ENST00000261368,0
SNX2,ENST00000379516,1.905641
SNX24,ENST00000261369,0
PPIC,ENST00000306442,2.457153
PRDM6,ENST00000407847,0
CEP120,ENST00000306467,0
GRAMD3,ENST00000285689,0
ALDH7A1,ENST00000409134,0.659473
PHAX,ENST00000297540,0
C5orf48,ENST00000357147,0
LMNB1,ENST00000261366,0
MARCH3,ENST00000308660,2.223202
MEGF10,ENST00000503335,0
PRRC1,ENST00000296666,0
SLC12A2,ENST00000262461,0.137848
FBN2,ENST00000262464,1e-6
SLC27A6,ENST00000262462,0
ISOC1,ENST00000173527,0.633875
KIAA1024L,ENST00000564719,0
CHSY3,ENST00000305031,0
HINT1,ENST00000304043,0
LYRM7,ENST00000379380,1.223775
CDC42SE2,ENST00000505065,6.9139099999999996
RAPGEF6,ENST00000509018,0
FNIP1,ENST00000510461,0
IL3,ENST00000296870,1.352951
CSF2,ENST00000296871,0
P4HA2,ENST00000360568,0
PDLIM4,ENST00000253754,1.364405
SLC22A4,ENST00000200652,5.980929
SLC22A5,ENST00000245407,1.51025
IRF1,ENST00000245414,4.550888
IL5,ENST00000231454,1.613502
RAD50,ENST00000378823,1.252107
IL13,ENST00000304506,1.766425
IL4,ENST00000231449,0
KIF3A,ENST00000403231,0
CCNI2,ENST00000378731,0
SEPT8,ENST00000378719,0
SOWAHA,ENST00000378693,0.282213
SHROOM1,ENST00000378679,0.242239
UQCRQ,ENST00000378670,2.848163
LEAP2,ENST00000296877,7.726387
AFF4,ENST00000265343,2.900946
ZCCHC10,ENST00000509437,0
HSPA4,ENST00000304858,0
FSTL4,ENST00000265342,0
C5orf15,ENST00000231512,0
VDAC1,ENST00000265333,0
TCF7,ENST00000342854,0
SKP1,ENST00000353411,0.563912
PPP2CA,ENST00000481195,0.856489
CDKL3,ENST00000265334,0
UBE2B,ENST00000265339,1.494942
CDKN2AIPNL,ENST00000458198,0.932831
SAR1B,ENST00000402673,0
SEC24A,ENST00000398844,0
CAMLG,ENST00000297156,0
DDX46,ENST00000452510,0
C5orf24,ENST00000394976,0
TXNDC15,ENST00000358387,2.214591
