gene_symbol,transcript_id,TPM
CSTF3,ENST00000323959,9.077833
HIPK3,ENST00000303296,0.247995
FBXO3,ENST00000265651,0
LMO2,ENST00000257818,0
CAPRIN1,ENST00000341394,0
NAT10,ENST00000257829,0
ABTB2,ENST00000435224,10.984009
CAT,ENST00000241052,0
ELF5,ENST00000257832,0
EHF,ENST00000257831,0
APIP,ENST00000395787,0
PDHX,ENST00000227868,0
CD44,ENST00000263398,0.420849
CD44,ENST00000428726,0
SLC1A2,ENST00000278379,0.60995
FJX1,ENST00000317811,5.504007
TRIM44,ENST00000299413,66.352448
LDLRAD3,ENST00000315571,1.280844
COMMD9,ENST00000263401,34.620339
PRR5L,ENST00000530639,1.521225
TRAF6,ENST00000526995,2.033147
RAG1,ENST00000299440,0
RAG2,ENST00000311485,0
LRRC4C,ENST00000528697,0
API5,ENST00000531273,0
TTC17,ENST00000039989,0
HSD17B12,ENST00000278353,0
ALKBH3,ENST00000302708,0
ACCSL,ENST00000378832,0
ACCS,ENST00000263776,0
EXT2,ENST00000533608,0
CD82,ENST00000227155,0
TSPAN18,ENST00000520358,0
TP53I11,ENST00000525680,0
SYT13,ENST00000020926,0.185769
CHST1,ENST00000308064,0
SLC35C1,ENST00000314134,0.698553
MAPK8IP1,ENST00000241014,0
C11orf94,ENST00000449465,0
PEX16,ENST00000378750,0
GYLTL1B,ENST00000401752,0
HARBI1,ENST00000326737,0
ARHGAP1,ENST00000311956,7.513982
ZNF408,ENST00000311764,0
F2,ENST00000311907,0
CKAP5,ENST00000529230,0
LRP4,ENST00000378623,0.342142
C11orf49,ENST00000278460,0
ARFGAP2,ENST00000524782,2.553667
PACSIN3,ENST00000298838,0
DDB2,ENST00000256996,0.704531
NR1H3,ENST00000441012,1.709124
MYBPC3,ENST00000545968,0.076717
SPI1,ENST00000378538,0
SLC39A13,ENST00000362021,0
RAPSN,ENST00000298854,0
PTPMT1,ENST00000326674,0
KBTBD4,ENST00000430070,45.333744
NDUFS3,ENST00000263774,0
FAM180B,ENST00000538490,3.207171
C1QTNF4,ENST00000302514,0
MTCH2,ENST00000302503,0
AGBL2,ENST00000525123,0
FNBP4,ENST00000263773,0.241215
PTPRJ,ENST00000418331,0.120226
OR4B1,ENST00000309562,0
OR4X1,ENST00000320048,0
OR4S1,ENST00000319988,0
OR4C3,ENST00000319856,0
FOLH1,ENST00000256999,0
OR4C13,ENST00000555099,0
OR4C12,ENST00000335238,0
OR4C46,ENST00000328188,0
OR4A5,ENST00000319760,0
TRIM48,ENST00000417545,0
OR5D14,ENST00000335605,0
OR5L2,ENST00000378397,0
OR5D16,ENST00000378396,0
TRIM51,ENST00000449290,0
OR5W2,ENST00000344514,0
OR5I1,ENST00000301532,0
OR5F1,ENST00000278409,0
OR8H3,ENST00000313472,0
OR8K5,ENST00000313447,0
OR5J2,ENST00000312298,0
OR8U1,ENST00000302270,0
OR5M9,ENST00000279791,0
LRRC55,ENST00000497933,0
TNKS1BP1,ENST00000358252,0
SSRP1,ENST00000278412,0.635298
P2RX3,ENST00000263314,0
PRG3,ENST00000287143,0
PRG2,ENST00000311862,0
SLC43A3,ENST00000395124,0
RTN4RL2,ENST00000335099,0.924802
SLC43A1,ENST00000278426,0
TIMM10,ENST00000257245,0
UBE2L6,ENST00000287156,0
SERPING1,ENST00000278407,0
YPEL4,ENST00000300022,0
CLP1,ENST00000533682,0
ZDHHC5,ENST00000287169,0
TMX2,ENST00000278422,0
C11orf31,ENST00000534355,0
CTNND1,ENST00000399050,0
OR9Q1,ENST00000335397,0
OR10Q1,ENST00000316770,0
OR10W1,ENST00000395079,0
OR5B17,ENST00000357377,0
LPXN,ENST00000395074,0
ZFP91,ENST00000316059,0.760472
CNTF,ENST00000361987,0
GLYAT,ENST00000344743,0
GLYATL2,ENST00000287275,0
FAM111B,ENST00000343597,0
DTX4,ENST00000227451,0.952286
MPEG1,ENST00000361050,8.54316
OR4D11,ENST00000313253,0
OSBP,ENST00000263847,0.204579
PATL1,ENST00000300146,0.470743
OR10V1,ENST00000307552,1.341031
STX3,ENST00000337979,0.565747
MRPL16,ENST00000300151,2.190028
GIF,ENST00000257248,0
TCN1,ENST00000257264,0
OOSP2,ENST00000278855,0
MS4A3,ENST00000278865,0
MS4A2,ENST00000278888,0
MS4A4A,ENST00000337908,0
MS4A7,ENST00000300184,0
MS4A14,ENST00000300187,0
MS4A5,ENST00000300190,0
MS4A1,ENST00000345732,0
MS4A12,ENST00000016913,0
MS4A13,ENST00000378186,0
MS4A8,ENST00000300226,0
MS4A15,ENST00000405633,0
MS4A10,ENST00000308287,0
CCDC86,ENST00000227520,2.196673
PTGDR2,ENST00000332539,6.054425
PRPF19,ENST00000227524,0.874753
TMEM109,ENST00000227525,0
TMEM132A,ENST00000453848,0.467515
SLC15A3,ENST00000227880,0
CD6,ENST00000313421,0
CD5,ENST00000347785,4.442455
VPS37C,ENST00000301765,0
PGA3,ENST00000325558,0
PGA5,ENST00000312403,0
VWCE,ENST00000335613,0
DDB1,ENST00000301764,0.566773
DAK,ENST00000394900,8.009092
CYB561A3,ENST00000294072,1.918753
TMEM138,ENST00000278826,0
TMEM216,ENST00000515837,0
CPSF7,ENST00000439958,0.836557
SDHAF2,ENST00000301761,0
PPP1R32,ENST00000338608,0
LRRC10B,ENST00000378075,0
SYT7,ENST00000539008,0
DAGLA,ENST00000257215,0
MYRF,ENST00000278836,0
TMEM258,ENST00000537328,0
FEN1,ENST00000305885,24.838865
FADS1,ENST00000350997,1.99737
FADS2,ENST00000278840,0.378415
FADS3,ENST00000278829,0
RAB3IL1,ENST00000394836,0
BEST1,ENST00000378043,0
FTH1,ENST00000273550,22.678409
INCENP,ENST00000394818,0
SCGB1D1,ENST00000306238,0
SCGB2A1,ENST00000244930,0
SCGB1D2,ENST00000244926,0
SCGB2A2,ENST00000227918,0
SCGB1D4,ENST00000358585,0
ASRGL1,ENST00000415229,0
SCGB1A1,ENST00000278282,0
AHNAK,ENST00000378024,1.282643
EEF1G,ENST00000329251,5.913943
TUT1,ENST00000476907,0
MTA2,ENST00000278823,0
EML3,ENST00000394773,0
ROM1,ENST00000278833,2.24246
B3GAT3,ENST00000265471,2.593378
GANAB,ENST00000356638,0
INTS5,ENST00000330574,3.609652
C11orf48,ENST00000524958,0
METTL12,ENST00000532971,6.039269
C11orf83,ENST00000377953,0.850534
UBXN1,ENST00000301935,0
LRRN4CL,ENST00000317449,0
GNG3,ENST00000294117,32.668815
HNRNPUL2,ENST00000301785,1.103616
TTC9C,ENST00000316461,0
ZBTB3,ENST00000394807,1.690562
POLR2G,ENST00000301788,0
TAF6L,ENST00000294168,19.562114
TMEM179B,ENST00000333449,16.132397
TMEM223,ENST00000307366,136.93005
NXF1,ENST00000294172,0
STX5,ENST00000294179,0
SLC3A2,ENST00000338663,0
CHRM1,ENST00000306960,0
SLC22A6,ENST00000360421,0
SLC22A8,ENST00000336232,0
SLC22A10,ENST00000332793,0
SLC22A9,ENST00000279178,0
HRASLS5,ENST00000540857,0
LGALS12,ENST00000394618,0
RARRES3,ENST00000255688,0
HRASLS2,ENST00000255695,0
ATL3,ENST00000398868,0.13733
RTN3,ENST00000377819,0
C11orf84,ENST00000294244,0
RCOR2,ENST00000301459,0.342551
NAA40,ENST00000377793,0.268601
COX8A,ENST00000314133,0
MACROD1,ENST00000255681,0
STIP1,ENST00000305218,0
FERMT3,ENST00000345728,0.512344
TRPT1,ENST00000317459,0
NUDT22,ENST00000279206,0
VEGFB,ENST00000309422,0
FKBP2,ENST00000309366,0
PPP1R14B,ENST00000309318,2.468221
PLCB3,ENST00000279230,0
BAD,ENST00000309032,0
GPR137,ENST00000438980,0
KCNK4,ENST00000422670,0
TEX40,ENST00000328404,0
ESRRA,ENST00000000442,0
TRMT112,ENST00000544844,7.672061
PRDX5,ENST00000265462,0
CCDC88B,ENST00000356786,0
RPS6KA4,ENST00000334205,0
SLC22A11,ENST00000301891,0.292663
SLC22A12,ENST00000377574,0
NRXN2,ENST00000265459,0
RASGRP2,ENST00000394432,0
PYGM,ENST00000164139,0
MAP4K2,ENST00000294066,1.19153
MEN1,ENST00000450708,0
CDC42BPG,ENST00000342711,0
EHD1,ENST00000320631,0
ATG2A,ENST00000377264,0
PPP2R5B,ENST00000164133,0
GPHA2,ENST00000279168,10.893541
C11orf85,ENST00000301896,0
BATF2,ENST00000301887,0
ARL2,ENST00000246747,0
SNX15,ENST00000377244,0
NAALADL1,ENST00000358658,0
CDCA5,ENST00000275517,0
ZFPL1,ENST00000294258,0
VPS51,ENST00000279281,0
ZNHIT2,ENST00000310597,40.878445
FAU,ENST00000529639,0
MRPL49,ENST00000279242,0
SYVN1,ENST00000377190,0
CAPN1,ENST00000279247,0
POLA2,ENST00000265465,0
CDC42EP2,ENST00000279249,0
DPF2,ENST00000528416,0.862257
TIGD3,ENST00000309880,0
FRMD8,ENST00000317568,6.910445
SCYL1,ENST00000270176,0
LTBP3,ENST00000301873,0
SSSCA1,ENST00000309328,0
FAM89B,ENST00000530349,0
EHBP1L1,ENST00000309295,0.669902
KCNK7,ENST00000340313,0
MAP3K11,ENST00000309100,0.28441
SIPA1,ENST00000534313,0
RELA,ENST00000406246,0
KAT5,ENST00000341318,0
RNASEH2C,ENST00000308418,0
AP5B1,ENST00000532090,0.135677
OVOL1,ENST00000335987,0.333422
SNX32,ENST00000308342,10.606336
CFL1,ENST00000308162,0
MUS81,ENST00000308110,0.475841
EFEMP2,ENST00000307998,6.210887
CTSW,ENST00000307886,0
FIBP,ENST00000357519,0
CCDC85B,ENST00000312579,1.27905
FOSL1,ENST00000312562,0
C11orf68,ENST00000438576,0
DRAP1,ENST00000312515,0
SART1,ENST00000312397,0
EIF1AD,ENST00000533544,0
BANF1,ENST00000312175,1.894693
CST6,ENST00000312134,0
CATSPER1,ENST00000312106,1.174839
GAL3ST3,ENST00000312006,0
SF3B2,ENST00000322535,0
PACS1,ENST00000320580,1.922904
KLC2,ENST00000394067,0
RAB1B,ENST00000311481,0
CNIH2,ENST00000311445,1.97991
YIF1A,ENST00000376901,0
TMEM151A,ENST00000327259,0
CD248,ENST00000311330,0.396717
RIN1,ENST00000311320,0
BRMS1,ENST00000359957,0
B3GNT1,ENST00000311181,2.597389
SLC29A2,ENST00000357440,0
NPAS4,ENST00000311034,0
MRPL11,ENST00000310999,0
PELI3,ENST00000320740,0
BBS1,ENST00000318312,0
ZDHHC24,ENST00000310442,13.321515
CTSF,ENST00000310325,0
CCDC87,ENST00000333861,0
CCS,ENST00000533244,0
RBM14,ENST00000310137,0
RBM4,ENST00000310092,0
RBM4B,ENST00000310046,0
SPTBN2,ENST00000533211,0
C11orf80,ENST00000540737,0
RCE1,ENST00000309657,0
PC,ENST00000393960,0
LRFN4,ENST00000309602,5.925615
SYT12,ENST00000527043,0
RHOD,ENST00000308831,0
KDM2A,ENST00000529006,0
ADRBK1,ENST00000308595,0
ANKRD13D,ENST00000511455,0
SSH3,ENST00000308127,0
POLD4,ENST00000312419,0
CLCF1,ENST00000312438,9.408398
RAD9A,ENST00000307980,0
PPP1CA,ENST00000376745,0
TBC1D10C,ENST00000542590,2.272652
RPS6KB2,ENST00000312629,1.230784
PTPRCAP,ENST00000326294,13.443132
CORO1B,ENST00000341356,16.32859
GPR152,ENST00000312457,4.643603
CABP4,ENST00000325656,0
TMEM134,ENST00000308022,0.276572
AIP,ENST00000279146,1.29551
PITPNM1,ENST00000356404,0
CDK2AP2,ENST00000301488,0
CABP2,ENST00000294288,0
GSTP1,ENST00000398606,0
NDUFV1,ENST00000322776,1.393199
NUDT8,ENST00000376693,0
ACY3,ENST00000255082,0
UNC93B1,ENST00000227471,0.446573
ALDH3B1,ENST00000342456,2.330954
NDUFS8,ENST00000313468,0
TCIRG1,ENST00000265686,0
CHKA,ENST00000265689,0.888743
SUV420H1,ENST00000304363,0
C11orf24,ENST00000304271,0
LRP5,ENST00000294304,0
PPP6R3,ENST00000393800,0
GAL,ENST00000265643,0
MTL5,ENST00000255087,0
CPT1A,ENST00000265641,0.366102
MRPL21,ENST00000362034,0
IGHMBP2,ENST00000255078,0
MRGPRD,ENST00000309106,3.821096
MRGPRF,ENST00000309099,1.939972
TPCN2,ENST00000294309,0
MYEOV,ENST00000441339,0
CCND1,ENST00000227507,5.538726
ORAOV1,ENST00000279147,0
FGF19,ENST00000294312,0
FGF4,ENST00000168712,0
FGF3,ENST00000334134,0
FADD,ENST00000301838,0.573644
PPFIA1,ENST00000253925,0
CTTN,ENST00000301843,0
DHCR7,ENST00000355527,0
NADSYN1,ENST00000319023,0
KRTAP5-7,ENST00000398536,0
KRTAP5-8,ENST00000398534,0
KRTAP5-9,ENST00000528743,0
KRTAP5-10,ENST00000398531,0.988357
KRTAP5-11,ENST00000398530,0
DEFB108B,ENST00000328698,7.547448
RNF121,ENST00000361756,0
IL18BP,ENST00000393703,0
NUMA1,ENST00000393695,2.891724
LAMTOR1,ENST00000278671,0
FOLR1,ENST00000393676,0
FOLR2,ENST00000298223,0
INPPL1,ENST00000298229,0
PHOX2A,ENST00000298231,0.995902
CLPB,ENST00000538039,0.188023
PDE2A,ENST00000334456,0
ATG16L2,ENST00000321297,0
FCHSD2,ENST00000409418,4.299054
P2RY2,ENST00000393597,0
P2RY6,ENST00000540124,0
ARHGEF17,ENST00000263674,0.692374
RELT,ENST00000064780,0
FAM168A,ENST00000356467,0
PLEKHB1,ENST00000354190,0
RAB6A,ENST00000336083,2.881943
MRPL48,ENST00000310614,10.058734
COA4,ENST00000355693,4.814983
PAAF1,ENST00000310571,0
DNAJB13,ENST00000339764,0
UCP3,ENST00000314032,0.900633
C2CD3,ENST00000334126,0
PPME1,ENST00000328257,0
P4HA3,ENST00000331597,0
PGM2L1,ENST00000298198,0
KCNE3,ENST00000310128,0
LIPT2,ENST00000310109,3.5434
POLD3,ENST00000263681,0
CHRDL2,ENST00000376332,0
RNF169,ENST00000299563,18.161401
SPCS2,ENST00000263672,0.461376
NEU3,ENST00000294064,0.321564
SLCO2B1,ENST00000289575,0
TPBGL,ENST00000562197,0
ARRB1,ENST00000420843,0.771428
RPS3,ENST00000531188,0
GDPD5,ENST00000336898,0
SERPINH1,ENST00000358171,0
MOGAT2,ENST00000198801,0
DGAT2,ENST00000228027,0
UVRAG,ENST00000356136,0
WNT11,ENST00000322563,0
PRKRIR,ENST00000260045,2.099845
RP11-111M22.2,ENST00000529331,0
LRRC32,ENST00000260061,0
TSKU,ENST00000333090,0
ACER3,ENST00000532485,0
OMP,ENST00000529803,0
MYO7A,ENST00000409709,0
PAK1,ENST00000356341,0
AQP11,ENST00000313578,26.588139
CLNS1A,ENST00000525428,2.721623
INTS4,ENST00000534064,0.978112
KCTD14,ENST00000353172,0
THRSP,ENST00000281030,10.860173
NDUFC2,ENST00000281031,0
ALG8,ENST00000299626,0
KCTD21,ENST00000340067,1.2952650000000001
USP35,ENST00000529308,8.938498
GAB2,ENST00000361507,0
NARS2,ENST00000281038,0
TENM4,ENST00000278550,0.258489
FAM181B,ENST00000329203,8.695175
PRCP,ENST00000313010,0
C11orf82,ENST00000533655,0
RAB30,ENST00000527633,3e-6
ANKRD42,ENST00000533342,0
TMEM126B,ENST00000358867,0
TMEM126A,ENST00000304511,0
CREBZF,ENST00000527447,1.261536
CCDC89,ENST00000316398,0.870169
CCDC83,ENST00000342404,0
PICALM,ENST00000393346,0
EED,ENST00000263360,0
C11orf73,ENST00000278483,0
CCDC81,ENST00000445632,0.460123
PRSS23,ENST00000280258,0.263638
FZD4,ENST00000531380,1.663231
TMEM135,ENST00000305494,0
RAB38,ENST00000243662,0
CTSC,ENST00000227266,0
TYR,ENST00000263321,0
NOX4,ENST00000263317,0
TRIM77,ENST00000398290,0
TRIM49,ENST00000329758,0
TRIM49C,ENST00000448984,0
NAALAD2,ENST00000534061,11.071319
CHORDC1,ENST00000320585,6.108942
MTNR1B,ENST00000257068,1.387906
SLC36A4,ENST00000326402,0
SMCO4,ENST00000298966,0
KIAA1731,ENST00000325212,0.144559
TAF1D,ENST00000448108,0
C11orf54,ENST00000354421,0
MED17,ENST00000251871,0
VSTM5,ENST00000409977,1.626722
HEPHL1,ENST00000315765,0.985513
PANX1,ENST00000227638,0
GPR83,ENST00000243673,0
MRE11A,ENST00000323929,0
ANKRD49,ENST00000544612,0
PIWIL4,ENST00000299001,0
AMOTL1,ENST00000433060,1e-6
CWC15,ENST00000279839,0
KDM4D,ENST00000335080,0
KDM4E,ENST00000450979,0
ENDOD1,ENST00000278505,1.244764
SESN3,ENST00000536441,7.436892
FAM76B,ENST00000358780,0
CEP57,ENST00000325542,0
MTMR2,ENST00000346299,4.53324
MAML2,ENST00000524717,2.392077
JRKL,ENST00000332349,0
CNTN5,ENST00000524871,0
ARHGAP42,ENST00000298815,0.115498
PGR,ENST00000325455,0.214242
TRPC6,ENST00000344327,0
ANGPTL5,ENST00000334289,0.43097800000000003
KIAA1377,ENST00000263468,0
C11orf70,ENST00000434758,0
YAP1,ENST00000282441,0
BIRC3,ENST00000263464,0
TMEM123,ENST00000398136,10.110669
MMP7,ENST00000260227,0
MMP20,ENST00000260228,0
MMP27,ENST00000260229,0
MMP8,ENST00000236826,0
MMP10,ENST00000279441,0
MMP1,ENST00000315274,0
MMP3,ENST00000299855,0.580573
MMP12,ENST00000571244,0.580573
MMP13,ENST00000260302,0
DCUN1D5,ENST00000260247,0.10935
DYNC2H1,ENST00000375735,2.9e-5
PDGFD,ENST00000393158,0.254456
DDI1,ENST00000302259,0.395685
CASP4,ENST00000444739,0
CASP5,ENST00000260315,0
CASP1,ENST00000533400,0
CARD18,ENST00000530950,0
GRIA4,ENST00000282499,0
MSANTD4,ENST00000301919,1.421757
KBTBD3,ENST00000531837,0
AASDHPPT,ENST00000278618,0.635041
GUCY1A2,ENST00000526355,0.214618
ALKBH8,ENST00000428149,0
ELMOD1,ENST00000265840,0
SLN,ENST00000305991,0
SLC35F2,ENST00000525815,0
RAB39A,ENST00000320578,0
CUL5,ENST00000393094,0.172559
ACAT1,ENST00000265838,0
NPAT,ENST00000278612,1.701786
C11orf65,ENST00000393084,0
KDELC2,ENST00000323468,0
EXPH5,ENST00000265843,0.090825
DDX10,ENST00000322536,0.307696
C11orf87,ENST00000327419,0.487669
ZC3H12C,ENST00000278590,1.713599
FDX1,ENST00000260270,0.63091
POU2AF1,ENST00000393067,0
LAYN,ENST00000375614,0
SIK2,ENST00000304987,15.491887
PPP2R1B,ENST00000527614,0.34436
FDXACB1,ENST00000260257,0
C11orf1,ENST00000260276,0
HSPB2,ENST00000304298,7.687221
C11orf52,ENST00000278601,18.158025
DIXDC1,ENST00000440460,5.299688
DLAT,ENST00000280346,3.352461
C11orf57,ENST00000393047,85.026882
TIMM8B,ENST00000504148,45.241498
SDHD,ENST00000375549,0
IL18,ENST00000280357,0
TEX12,ENST00000280358,0
BCO2,ENST00000357685,0
PTS,ENST00000280362,0
PLET1,ENST00000338832,6.361592
NCAM1,ENST00000316851,0
TTC12,ENST00000529221,0
ANKK1,ENST00000303941,0.396372
DRD2,ENST00000362072,0
TMPRSS5,ENST00000299882,0
ZW10,ENST00000200135,0
ZBTB16,ENST00000335953,1.39175
NNMT,ENST00000299964,0
RBM7,ENST00000375490,0
REXO2,ENST00000265881,0
NXPE4,ENST00000375478,0
NXPE2,ENST00000389586,0
CADM1,ENST00000331581,0
BUD13,ENST00000260210,0.940033
ZNF259,ENST00000227322,1.161516
APOA5,ENST00000227665,0.554152
APOA4,ENST00000357780,0
APOC3,ENST00000227667,0
APOA1,ENST00000236850,0.933785
PAFAH1B2,ENST00000527958,0
SIDT2,ENST00000324225,0
TAGLN,ENST00000392951,16.123016
PCSK7,ENST00000320934,39.092673
RNF214,ENST00000300650,0
CEP164,ENST00000278935,0
FXYD2,ENST00000292079,0
FXYD6,ENST00000526014,0
TMPRSS13,ENST00000524993,0
IL10RA,ENST00000227752,0
TMPRSS4,ENST00000437212,0
SCN4B,ENST00000324727,0
SCN2B,ENST00000278947,0
AMICA1,ENST00000356289,0
MPZL3,ENST00000278949,0
MPZL2,ENST00000278937,0
CD3E,ENST00000361763,0
CD3D,ENST00000300692,0
CD3G,ENST00000532917,0
UBE4A,ENST00000252108,0
ATP5L,ENST00000300688,1.047296
KMT2A,ENST00000534358,1.653619
TTC36,ENST00000302783,7.329389
TMEM25,ENST00000313236,0
IFT46,ENST00000264021,0
ARCN1,ENST00000264028,1.193088
PHLDB1,ENST00000600882,0
TREH,ENST00000264029,219.328442
DDX6,ENST00000534980,2.174755
CXCR5,ENST00000292174,67.070433
UPK2,ENST00000264031,0
FOXR1,ENST00000317011,0
CCDC84,ENST00000334418,0
RPS25,ENST00000527673,31.221944
TRAPPC4,ENST00000533632,2.275402
DPAGT1,ENST00000354202,0
HINFP,ENST00000350777,0
NLRX1,ENST00000409109,0.23525
PDZD3,ENST00000355547,0
CBL,ENST00000264033,2.280967
MCAM,ENST00000264036,1.419474
RNF26,ENST00000311413,0.360395
C1QTNF5,ENST00000528368,0
USP2,ENST00000260187,0
THY1,ENST00000284240,3.427392
PVRL1,ENST00000264025,0.960128
TRIM29,ENST00000341846,0
OAF,ENST00000328965,0
POU2F3,ENST00000543440,0
TMEM136,ENST00000375095,0
ARHGEF12,ENST00000397843,0.906263
GRIK4,ENST00000527524,0
TECTA,ENST00000392793,0
SC5D,ENST00000264027,0.138265
SORL1,ENST00000260197,0.929774
BLID,ENST00000560104,1.456526
UBASH3B,ENST00000284273,0.138035
CRTAM,ENST00000227348,0
C11orf63,ENST00000227349,0
BSX,ENST00000343035,0
HSPA8,ENST00000534624,0
CLMP,ENST00000448775,6.682723
ZNF202,ENST00000530393,0
TMEM225,ENST00000375026,0
OR10G6,ENST00000307002,0
OR10G9,ENST00000375024,0
VWA5A,ENST00000456829,0
OR8A1,ENST00000284287,0
PANX3,ENST00000284288,1.234111
TBRG1,ENST00000441174,0
SIAE,ENST00000263593,40.279735
SPA17,ENST00000227135,0
NRGN,ENST00000284292,0
VSIG2,ENST00000326621,1.51268
ESAM,ENST00000278927,0.578001
MSANTD2,ENST00000374979,0
ROBO3,ENST00000397801,0
ROBO4,ENST00000306534,1.092885
HEPACAM,ENST00000298251,1.078484
CCDC15,ENST00000344762,0
SLC37A2,ENST00000403796,0
FEZ1,ENST00000278919,8.885923
EI24,ENST00000278903,0
STT3A,ENST00000392708,0
ACRV1,ENST00000533904,4.330726
PATE1,ENST00000305738,7.068435
PATE2,ENST00000358524,0
PATE3,ENST00000445202,11.085102
PATE4,ENST00000457514,14.195469
HYLS1,ENST00000425380,8.698714
PUS3,ENST00000227474,0
DDX25,ENST00000263576,0
RPUSD4,ENST00000298317,0
FAM118B,ENST00000533050,0
SRPR,ENST00000332118,10.903151
FOXRED1,ENST00000263578,0
DCPS,ENST00000263579,1.940066
ST3GAL4,ENST00000444328,0
KIRREL3,ENST00000525144,0
ETS1,ENST00000392668,0
FLI1,ENST00000527786,0
KCNJ1,ENST00000392666,0
KCNJ5,ENST00000529694,0.156941
BARX2,ENST00000281437,0
TMEM45B,ENST00000281441,6.383685
PRDM10,ENST00000360871,0
APLP2,ENST00000338167,0
ST14,ENST00000278742,0
ZBTB44,ENST00000357899,0.255449
ADAMTS8,ENST00000257359,0
SNX19,ENST00000265909,0.726409
SPATA19,ENST00000299140,0
IGSF9B,ENST00000533871,0.107904
JAM3,ENST00000299106,15.28315
NCAPD3,ENST00000534548,0
VPS26B,ENST00000281187,5.888429
THYN1,ENST00000341541,0
ACAD8,ENST00000281182,0
GLB1L3,ENST00000431683,0
GLB1L2,ENST00000535456,0
B3GAT1,ENST00000312527,0
IQSEC3,ENST00000538872,0
SLC6A13,ENST00000343164,0
KDM5A,ENST00000399788,0.108096
CCDC77,ENST00000239830,0
B4GALNT3,ENST00000266383,0
WNK1,ENST00000315939,5.007609
RAD52,ENST00000358495,2.667893
ERC1,ENST00000360905,1e-6
FBXL14,ENST00000339235,0.801793
WNT5B,ENST00000397196,0
ADIPOR2,ENST00000357103,1.962906
CACNA2D4,ENST00000382722,0
LRTM2,ENST00000299194,0
DCP1B,ENST00000280665,0
CACNA1C,ENST00000399655,0.24811
CACNA1C,ENST00000399641,0.24811
CACNA1C,ENST00000399603,0.24811
FKBP4,ENST00000001008,7.485769
ITFG2,ENST00000228799,0
NRIP2,ENST00000337508,34.592495
FOXM1,ENST00000359843,2.307903
RHNO1,ENST00000489288,0
TULP3,ENST00000448120,0.967759
TEAD4,ENST00000359864,0
TSPAN9,ENST00000011898,0
PRMT8,ENST00000382622,0
EFCAB4B,ENST00000440314,0
PARP11,ENST00000228820,0
CCND2,ENST00000261254,3.802737
C12orf5,ENST00000179259,0
FGF23,ENST00000237837,1.326904
C12orf4,ENST00000261250,0
RAD51AP1,ENST00000352618,0
AKAP3,ENST00000228850,0
NDUFA9,ENST00000266544,0
GALNT8,ENST00000252318,0
KCNA1,ENST00000382545,0
KCNA5,ENST00000252321,0
NTF3,ENST00000423158,0.836302
VWF,ENST00000261405,0.109732
CD9,ENST00000009180,0
TNFRSF1A,ENST00000162749,0
SCNN1A,ENST00000228916,0
LTBR,ENST00000228918,0
CD27,ENST00000266557,1.792149
TAPBPL,ENST00000266556,8.234129
VAMP1,ENST00000396308,0
MRPL51,ENST00000229238,4.221457
NCAPD2,ENST00000315579,1.995721
GAPDH,ENST00000229239,0
NOP2,ENST00000322166,0
CHD4,ENST00000544040,2.507778
LPAR5,ENST00000329858,1.500808
ACRBP,ENST00000229243,0
ING4,ENST00000341550,0
PIANP,ENST00000534837,13.606944
COPS7A,ENST00000543155,0
MLF2,ENST00000203630,3.872431
PTMS,ENST00000309083,6.788247
LAG3,ENST00000203629,0
CD4,ENST00000011653,3.573852
GPR162,ENST00000311268,0
GNB3,ENST00000229264,0
CDCA3,ENST00000538862,1.617311
USP5,ENST00000229268,0
TPI1,ENST00000396705,0
SPSB2,ENST00000524270,0
LRRC23,ENST00000443597,0
ENO2,ENST00000229277,1.709087
ATN1,ENST00000396684,0
C12orf57,ENST00000229281,0
PTPN6,ENST00000318974,0
PHB2,ENST00000535923,0
EMG1,ENST00000599672,10.467521
LPCAT3,ENST00000261407,0.797989
C1S,ENST00000360817,0
C1RL,ENST00000266542,0
RBP5,ENST00000266560,0
CLSTN3,ENST00000266546,0
CD163L1,ENST00000313599,0
CD163,ENST00000432237,0
APOBEC1,ENST00000229304,0
GDF3,ENST00000329913,0
DPPA3,ENST00000345088,0
CLEC4C,ENST00000360345,0
NANOGNB,ENST00000382119,0
NANOG,ENST00000229307,0
SLC2A14,ENST00000431042,0
SLC2A3,ENST00000075120,0
FOXJ2,ENST00000162391,1.038759
C3AR1,ENST00000307637,0.327686
NECAP1,ENST00000339754,0
FAM90A1,ENST00000538603,0
CLEC6A,ENST00000382073,0
CLEC4D,ENST00000299665,0
CLEC4E,ENST00000299663,0
AICDA,ENST00000229335,0
MFAP5,ENST00000359478,0
RIMKLB,ENST00000535829,0.585161
A2ML1,ENST00000299698,0.561649
PHC1,ENST00000544916,0
M6PR,ENST00000000412,0
KLRG1,ENST00000356986,0
A2M,ENST00000318602,3.858554
PZP,ENST00000261336,0
KLRB1,ENST00000229402,6.687695
CLEC2D,ENST00000290855,0
CD69,ENST00000228434,0
KLRF2,ENST00000535540,0
CLEC2A,ENST00000455827,0
CLEC12A,ENST00000304361,0
CLEC9A,ENST00000355819,0
CLEC1A,ENST00000315330,0
CLEC7A,ENST00000304084,0
OLR1,ENST00000309539,0
GABARAPL1,ENST00000266458,0
KLRD1,ENST00000336164,7.7e-5
KLRK1,ENST00000240618,0
KLRC3,ENST00000396439,0
KLRC1,ENST00000359151,0
MAGOHB,ENST00000320756,0.387459
STYK1,ENST00000075503,0
YBX3,ENST00000228251,0
